log10(E/GeV),Zenith[deg],direction
2.89,133.18,up-going
5.52,30.312,down-going
2.85,100.547,up-going
3.0,124.059,up-going
5.06,64.525,down-going
3.3,106.046,up-going
5.41,48.177,down-going
5.38,16.642,down-going
2.8,123.732,up-going
2.91,86.094,down-going
3.1,145.675,up-going
2.77,91.72,up-going
5.39,40.833,down-going
3.94,76.674,down-going
3.1,150.11,up-going
3.62,81.662,down-going
2.77,109.397,up-going
2.65,105.113,up-going
3.03,142.641,up-going
3.01,124.622,up-going
3.17,103.845,up-going
3.48,96.824,up-going
3.06,92.826,up-going
2.82,116.643,up-going
2.86,116.477,up-going
4.82,43.019,down-going
3.03,95.978,up-going
4.72,69.937,down-going
5.2,46.231,down-going
2.98,125.357,up-going
4.71,62.546,down-going
2.83,100.384,up-going
3.33,104.091,up-going
3.19,98.637,up-going
2.81,134.803,up-going
4.22,72.386,down-going
5.2,48.528,down-going
3.06,100.739,up-going
3.06,105.306,up-going
3.2,107.606,up-going
3.05,141.277,up-going
2.79,135.547,up-going
4.89,53.254,down-going
4.63,59.528,down-going
3.04,95.301,up-going
3.12,85.885,down-going
2.79,111.118,up-going
2.79,129.465,up-going
4.59,78.519,down-going
5.29,65.727,down-going
3.1,119.544,up-going
2.91,98.01,up-going
3.08,125.4,up-going
2.92,94.796,up-going
2.8,140.804,up-going
3.03,95.037,up-going
2.64,136.704,up-going
5.2,28.144,down-going
2.87,86.056,down-going
2.74,111.492,up-going
3.89,84.513,down-going
3.07,132.453,up-going
4.18,74.426,down-going
2.96,89.327,down-going
2.93,111.37,up-going
5.35,48.348,down-going
3.49,83.997,down-going
3.47,93.004,up-going
3.06,89.791,down-going
4.79,17.419,down-going
3.07,86.047,down-going
2.98,99.007,up-going
2.82,146.934,up-going
2.73,101.663,up-going
2.82,126.576,up-going
3.01,110.487,up-going
3.22,95.856,up-going
5.15,37.494,down-going
2.92,144.429,up-going
4.55,63.066,down-going
3.23,142.306,up-going
4.73,42.586,down-going
2.98,144.264,up-going
2.9,156.325,up-going
3.02,163.598,up-going
2.9,97.658,up-going
2.7,102.374,up-going
3.0,139.626,up-going
5.29,34.331,down-going
2.75,137.186,up-going
5.02,57.6,down-going
3.09,123.893,up-going
3.23,103.441,up-going
3.14,85.09,down-going
5.55,30.559,down-going
3.13,109.027,up-going
3.55,105.738,up-going
3.21,137.074,up-going
3.14,108.283,up-going
5.35,48.621,down-going
3.38,103.087,up-going
4.72,13.5,down-going
5.0,68.359,down-going
4.89,28.455,down-going
2.81,123.471,up-going
2.77,113.462,up-going
3.21,91.388,up-going
3.19,122.062,up-going
2.68,122.608,up-going
3.0,143.839,up-going
2.81,100.569,up-going
3.3,155.628,up-going
2.65,145.086,up-going
3.12,137.28,up-going
3.09,107.472,up-going
2.94,159.934,up-going
5.13,48.347,down-going
2.85,141.628,up-going
4.7,59.78,down-going
4.8,9.129,down-going
3.27,143.443,up-going
3.21,169.536,up-going
4.25,78.836,down-going
3.85,84.426,down-going
2.86,95.724,up-going
2.88,87.914,down-going
3.3,97.101,up-going
4.93,63.404,down-going
5.87,29.556,down-going
2.85,93.679,up-going
2.31,135.606,up-going
2.83,101.678,up-going
2.93,89.659,down-going
2.81,112.7,up-going
3.01,131.968,up-going
2.91,102.433,up-going
2.73,110.165,up-going
2.65,144.967,up-going
3.0,97.402,up-going
3.65,80.609,down-going
3.72,81.435,down-going
3.09,89.385,down-going
5.16,64.077,down-going
2.78,167.278,up-going
4.33,74.344,down-going
3.16,102.292,up-going
3.07,97.787,up-going
3.01,115.093,up-going
3.2,120.068,up-going
5.01,34.837,down-going
4.18,75.095,down-going
2.89,112.226,up-going
3.96,73.96,down-going
3.04,113.657,up-going
3.37,101.436,up-going
2.74,141.563,up-going
2.76,116.34,up-going
5.03,38.337,down-going
2.89,98.488,up-going
3.36,100.989,up-going
4.39,24.935,down-going
2.72,120.286,up-going
5.0,67.303,down-going
3.16,134.449,up-going
2.89,107.703,up-going
3.12,107.917,up-going
3.06,111.185,up-going
2.92,126.639,up-going
3.94,78.965,down-going
2.98,108.633,up-going
3.03,135.372,up-going
2.94,117.211,up-going
4.8,23.008,down-going
4.84,44.676,down-going
3.2,121.17,up-going
2.86,108.867,up-going
3.01,108.768,up-going
3.47,133.372,up-going
2.8,96.149,up-going
4.54,16.035,down-going
2.88,115.075,up-going
3.17,129.621,up-going
4.84,33.882,down-going
4.94,71.279,down-going
3.01,97.967,up-going
2.79,115.532,up-going
5.36,51.276,down-going
4.27,75.183,down-going
3.15,90.496,up-going
2.87,109.925,up-going
2.82,106.269,up-going
2.99,106.948,up-going
4.21,84.728,down-going
3.22,90.879,up-going
3.36,97.895,up-going
2.96,131.1,up-going
2.81,144.965,up-going
2.82,120.227,up-going
3.38,141.177,up-going
2.72,101.23,up-going
2.66,130.855,up-going
2.97,114.016,up-going
3.36,110.351,up-going
3.33,97.157,up-going
3.1,132.049,up-going
3.61,90.66,up-going
3.23,90.468,up-going
2.88,91.325,up-going
3.22,123.516,up-going
2.94,95.228,up-going
3.35,95.734,up-going
2.9,103.875,up-going
4.26,80.055,down-going
2.99,134.796,up-going
3.39,141.37,up-going
3.07,137.469,up-going
4.58,66.246,down-going
5.56,37.458,down-going
2.89,101.678,up-going
2.89,117.282,up-going
5.81,39.513,down-going
5.35,49.099,down-going
3.21,116.22,up-going
4.75,37.08,down-going
4.84,67.223,down-going
3.01,129.268,up-going
4.98,35.193,down-going
2.79,96.78,up-going
4.97,2.397,down-going
4.55,66.583,down-going
2.96,94.81,up-going
2.88,130.114,up-going
5.2,39.69,down-going
5.31,44.148,down-going
4.65,18.361,down-going
2.9,125.874,up-going
4.8,16.913,down-going
3.19,89.038,down-going
4.6,62.108,down-going
3.19,92.258,up-going
3.03,87.007,down-going
3.08,114.491,up-going
4.91,19.263,down-going
3.12,110.298,up-going
3.03,132.979,up-going
2.9,87.946,down-going
5.43,30.303,down-going
2.8,94.177,up-going
2.91,126.339,up-going
2.92,95.355,up-going
4.66,67.568,down-going
3.67,88.633,down-going
3.04,105.392,up-going
4.65,51.31,down-going
3.05,137.581,up-going
6.04,39.525,down-going
2.94,88.865,down-going
2.52,151.292,up-going
2.82,118.24,up-going
2.95,116.463,up-going
2.8,129.642,up-going
4.68,64.703,down-going
2.97,158.593,up-going
3.2,115.602,up-going
3.57,83.791,down-going
3.39,110.748,up-going
2.78,143.141,up-going
4.44,66.651,down-going
4.57,70.098,down-going
2.92,108.245,up-going
4.66,40.727,down-going
2.92,128.518,up-going
4.78,50.572,down-going
2.93,131.911,up-going
3.12,113.598,up-going
3.16,107.328,up-going
3.08,97.721,up-going
2.84,128.496,up-going
3.12,100.902,up-going
5.02,27.76,down-going
3.82,77.417,down-going
3.34,170.905,up-going
2.8,139.591,up-going
2.91,111.649,up-going
4.93,33.846,down-going
2.85,126.185,up-going
2.79,106.474,up-going
3.17,137.761,up-going
2.85,117.813,up-going
2.7,100.183,up-going
5.07,23.947,down-going
3.19,112.588,up-going
2.99,137.862,up-going
3.2,126.653,up-going
3.04,100.934,up-going
2.9,97.226,up-going
3.05,149.16,up-going
2.8,86.436,down-going
5.38,48.81,down-going
3.21,90.224,up-going
3.09,104.148,up-going
2.82,125.495,up-going
2.91,91.477,up-going
2.91,96.804,up-going
2.91,139.722,up-going
2.77,98.646,up-going
3.25,90.941,up-going
3.07,90.248,up-going
5.41,38.597,down-going
5.08,28.623,down-going
2.87,98.014,up-going
2.73,129.485,up-going
3.23,97.056,up-going
2.51,88.189,down-going
5.0,24.191,down-going
4.8,58.971,down-going
2.8,108.668,up-going
4.6,68.465,down-going
3.13,101.055,up-going
3.02,127.278,up-going
5.35,24.03,down-going
5.55,41.872,down-going
2.95,115.066,up-going
4.84,27.798,down-going
3.49,129.953,up-going
4.48,70.169,down-going
2.72,116.258,up-going
4.53,61.5,down-going
3.05,111.019,up-going
2.89,90.206,up-going
3.03,94.318,up-going
2.81,109.124,up-going
2.84,145.423,up-going
3.03,159.377,up-going
2.85,123.725,up-going
3.17,125.638,up-going
3.04,99.691,up-going
3.23,158.505,up-going
2.98,109.159,up-going
3.21,111.604,up-going
3.03,126.741,up-going
2.84,124.296,up-going
2.83,108.485,up-going
5.41,26.079,down-going
3.01,97.163,up-going
3.01,163.635,up-going
2.96,105.105,up-going
2.71,126.002,up-going
2.9,106.676,up-going
2.94,89.463,down-going
2.86,122.001,up-going
4.61,54.82,down-going
3.42,93.329,up-going
3.24,157.709,up-going
5.48,55.093,down-going
3.06,118.042,up-going
2.74,128.637,up-going
3.03,113.981,up-going
3.2,93.9,up-going
3.45,125.904,up-going
2.91,154.641,up-going
2.88,127.676,up-going
2.92,120.125,up-going
3.05,96.645,up-going
2.92,121.313,up-going
4.46,70.541,down-going
3.28,117.986,up-going
3.25,101.213,up-going
3.02,98.383,up-going
4.89,52.373,down-going
5.5,34.42,down-going
4.63,54.398,down-going
2.79,96.85,up-going
4.64,16.665,down-going
3.12,157.379,up-going
3.04,135.45,up-going
3.67,92.331,up-going
5.22,52.827,down-going
3.51,91.121,up-going
4.54,71.646,down-going
3.18,92.116,up-going
2.71,139.406,up-going
4.01,80.603,down-going
2.98,102.713,up-going
2.82,93.42,up-going
4.91,25.831,down-going
5.37,28.313,down-going
3.18,113.28,up-going
3.06,94.642,up-going
2.94,128.365,up-going
3.04,134.431,up-going
4.7,25.266,down-going
3.07,101.854,up-going
4.74,17.209,down-going
2.97,137.325,up-going
4.87,54.678,down-going
2.83,134.692,up-going
5.26,47.066,down-going
2.83,103.596,up-going
3.27,121.368,up-going
3.08,84.646,down-going
3.37,101.02,up-going
3.23,124.085,up-going
3.07,120.555,up-going
2.78,115.332,up-going
2.78,139.539,up-going
2.91,89.744,down-going
2.42,110.429,up-going
3.23,87.423,down-going
4.94,66.05,down-going
5.3,30.758,down-going
3.08,111.291,up-going
2.89,94.866,up-going
2.65,120.552,up-going
5.4,21.69,down-going
4.64,45.424,down-going
3.99,83.063,down-going
2.96,94.68,up-going
3.41,91.316,up-going
3.2,89.279,down-going
3.01,106.457,up-going
2.87,86.543,down-going
4.47,71.171,down-going
2.88,99.003,up-going
3.37,83.544,down-going
3.08,100.325,up-going
3.33,117.249,up-going
4.65,69.37,down-going
4.54,66.821,down-going
2.8,115.743,up-going
4.76,64.571,down-going
3.02,97.454,up-going
3.17,108.184,up-going
5.04,25.077,down-going
4.7,65.721,down-going
3.09,102.552,up-going
2.59,153.656,up-going
3.12,99.054,up-going
4.91,38.069,down-going
3.48,120.676,up-going
2.95,126.885,up-going
2.85,92.159,up-going
2.59,160.094,up-going
2.75,124.177,up-going
4.14,82.99,down-going
2.97,129.214,up-going
2.86,132.346,up-going
2.92,130.826,up-going
4.95,61.702,down-going
3.15,107.526,up-going
5.23,20.469,down-going
3.25,111.522,up-going
4.48,72.349,down-going
3.1,98.563,up-going
2.86,153.17,up-going
3.1,95.274,up-going
3.26,109.121,up-going
5.71,34.435,down-going
3.19,111.21,up-going
5.26,55.509,down-going
3.23,122.842,up-going
4.63,71.576,down-going
2.77,101.212,up-going
2.99,133.685,up-going
2.82,139.283,up-going
2.86,129.567,up-going
2.95,89.788,down-going
4.72,68.893,down-going
3.0,117.076,up-going
2.91,124.745,up-going
3.01,88.853,down-going
2.61,171.094,up-going
2.66,96.316,up-going
4.49,67.045,down-going
5.03,17.567,down-going
2.79,114.342,up-going
3.16,113.768,up-going
5.2,17.394,down-going
3.08,91.113,up-going
2.79,112.822,up-going
5.68,43.351,down-going
2.93,157.615,up-going
4.45,80.119,down-going
3.02,112.769,up-going
3.21,115.465,up-going
4.14,73.079,down-going
3.17,91.441,up-going
3.0,145.022,up-going
4.59,71.906,down-going
2.94,136.646,up-going
5.29,29.676,down-going
3.12,89.227,down-going
2.77,100.813,up-going
3.02,103.155,up-going
2.99,115.256,up-going
3.67,125.594,up-going
2.94,102.898,up-going
4.63,56.044,down-going
3.17,88.472,down-going
3.21,126.104,up-going
4.09,83.607,down-going
2.74,119.588,up-going
3.16,138.252,up-going
3.93,77.342,down-going
3.03,145.421,up-going
2.96,123.202,up-going
2.73,112.386,up-going
2.85,105.866,up-going
4.08,75.437,down-going
2.81,107.872,up-going
4.46,69.525,down-going
4.84,63.715,down-going
3.15,104.349,up-going
3.25,129.421,up-going
3.08,133.961,up-going
2.97,101.055,up-going
3.09,85.631,down-going
4.78,74.167,down-going
2.87,99.051,up-going
5.48,57.331,down-going
2.97,133.831,up-going
2.82,123.032,up-going
2.92,137.095,up-going
5.69,42.94,down-going
2.9,107.849,up-going
3.15,138.66,up-going
2.68,152.662,up-going
3.19,103.3,up-going
2.6,126.716,up-going
3.11,120.261,up-going
5.18,63.214,down-going
4.73,62.757,down-going
3.18,134.091,up-going
3.07,116.706,up-going
3.05,111.66,up-going
2.82,92.928,up-going
3.41,82.021,down-going
3.08,91.88,up-going
2.73,155.526,up-going
4.97,64.038,down-going
2.82,87.727,down-going
3.29,90.036,up-going
3.11,132.668,up-going
2.87,133.055,up-going
3.09,101.049,up-going
3.08,112.515,up-going
1.52,144.18,up-going
2.8,146.899,up-going
3.76,132.144,up-going
3.09,90.421,up-going
3.04,94.899,up-going
3.14,125.098,up-going
3.3,87.848,down-going
2.58,139.28,up-going
3.01,110.053,up-going
2.86,98.899,up-going
2.8,105.466,up-going
3.73,84.885,down-going
3.1,124.289,up-going
2.93,108.338,up-going
2.81,135.716,up-going
5.71,63.908,down-going
3.27,101.016,up-going
4.65,64.909,down-going
3.0,102.86,up-going
2.62,95.226,up-going
2.63,90.406,up-going
2.7,118.858,up-going
2.97,114.286,up-going
2.68,163.994,up-going
2.89,95.711,up-going
3.05,88.248,down-going
2.72,110.671,up-going
2.71,90.901,up-going
4.97,54.453,down-going
2.64,136.772,up-going
4.76,70.517,down-going
2.79,106.731,up-going
2.97,113.955,up-going
3.06,92.662,up-going
3.01,137.614,up-going
3.25,85.627,down-going
2.92,84.256,down-going
3.09,136.283,up-going
3.45,100.762,up-going
3.32,111.012,up-going
3.12,122.392,up-going
2.83,94.44,up-going
3.08,115.779,up-going
3.05,128.084,up-going
2.83,163.882,up-going
4.89,66.014,down-going
4.46,54.115,down-going
2.96,103.363,up-going
5.26,59.482,down-going
4.35,64.75,down-going
2.94,83.285,down-going
3.39,126.427,up-going
3.08,96.47,up-going
2.92,103.217,up-going
3.08,83.077,down-going
4.26,75.237,down-going
3.61,100.037,up-going
5.49,28.832,down-going
2.95,108.035,up-going
5.18,30.153,down-going
2.69,131.213,up-going
4.77,19.506,down-going
2.9,90.857,up-going
3.75,82.278,down-going
5.44,47.879,down-going
3.13,108.563,up-going
4.37,72.574,down-going
4.46,64.389,down-going
5.46,48.137,down-going
3.0,139.59,up-going
5.69,45.303,down-going
3.34,110.984,up-going
3.09,101.963,up-going
4.87,73.089,down-going
2.92,115.271,up-going
2.97,92.514,up-going
3.72,81.421,down-going
2.83,138.733,up-going
3.37,89.266,down-going
2.79,120.84,up-going
2.81,102.972,up-going
2.92,132.647,up-going
2.93,119.302,up-going
2.85,115.47,up-going
3.41,144.7,up-going
2.99,92.033,up-going
3.0,132.488,up-going
5.18,64.85,down-going
2.72,97.929,up-going
4.73,69.293,down-going
2.88,98.815,up-going
3.07,100.253,up-going
3.76,81.799,down-going
2.79,107.17,up-going
3.49,84.087,down-going
5.12,49.952,down-going
3.07,111.478,up-going
2.74,129.598,up-going
5.05,59.695,down-going
2.81,106.393,up-going
3.06,152.681,up-going
4.87,50.277,down-going
3.05,155.551,up-going
2.83,165.655,up-going
3.25,108.046,up-going
3.08,87.219,down-going
5.35,22.937,down-going
3.31,102.152,up-going
2.97,134.182,up-going
2.94,85.877,down-going
4.79,41.416,down-going
2.96,92.275,up-going
4.71,35.328,down-going
3.37,137.08,up-going
2.96,121.829,up-going
4.66,29.202,down-going
4.35,72.2,down-going
2.75,160.674,up-going
3.07,112.419,up-going
2.96,149.929,up-going
5.58,39.454,down-going
3.2,135.21,up-going
2.93,109.377,up-going
2.77,95.97,up-going
3.21,107.087,up-going
3.55,83.228,down-going
2.85,151.025,up-going
2.73,141.197,up-going
3.38,84.934,down-going
3.04,104.362,up-going
3.35,105.143,up-going
3.09,91.337,up-going
4.81,47.044,down-going
4.97,21.562,down-going
4.83,61.397,down-going
2.96,101.446,up-going
3.01,82.97,down-going
5.38,56.876,down-going
2.84,118.484,up-going
3.0,98.012,up-going
2.84,95.488,up-going
4.79,58.163,down-going
5.39,39.611,down-going
2.89,99.23,up-going
5.45,55.201,down-going
2.91,124.419,up-going
3.35,104.56,up-going
5.32,68.82,down-going
4.87,24.368,down-going
2.79,152.185,up-going
4.42,74.33,down-going
3.17,96.311,up-going
2.69,96.265,up-going
4.52,54.424,down-going
2.47,114.99,up-going
3.04,113.667,up-going
3.09,100.156,up-going
2.86,127.766,up-going
2.99,91.371,up-going
4.87,62.674,down-going
2.95,146.448,up-going
2.83,122.8,up-going
5.18,63.516,down-going
3.34,88.199,down-going
2.82,100.367,up-going
3.14,102.425,up-going
2.94,86.244,down-going
2.88,124.069,up-going
3.08,101.024,up-going
5.51,39.951,down-going
3.0,114.045,up-going
3.2,83.761,down-going
3.02,151.56,up-going
2.94,104.249,up-going
2.84,106.219,up-going
4.25,75.772,down-going
2.75,119.496,up-going
3.59,110.309,up-going
3.08,94.926,up-going
2.9,110.31,up-going
3.12,117.415,up-going
2.4,100.94,up-going
2.96,98.134,up-going
2.74,97.417,up-going
2.82,112.998,up-going
3.09,88.432,down-going
2.98,129.305,up-going
2.47,111.69,up-going
3.49,121.25,up-going
3.04,101.462,up-going
4.26,73.027,down-going
5.08,21.448,down-going
2.72,158.891,up-going
2.99,110.26,up-going
2.93,99.699,up-going
5.33,26.585,down-going
4.44,76.98,down-going
3.27,95.295,up-going
2.83,132.8,up-going
5.82,40.712,down-going
4.66,23.725,down-going
3.22,155.64,up-going
2.93,109.585,up-going
3.6,84.318,down-going
4.88,52.992,down-going
4.52,70.922,down-going
2.82,130.144,up-going
2.93,136.116,up-going
3.42,170.3,up-going
4.7,65.015,down-going
4.18,56.841,down-going
4.38,74.509,down-going
1.92,102.0,up-going
2.9,90.825,up-going
2.79,105.564,up-going
4.86,63.573,down-going
3.19,88.908,down-going
3.49,92.108,up-going
2.83,95.522,up-going
2.81,116.184,up-going
2.96,134.254,up-going
2.91,139.163,up-going
3.07,92.321,up-going
2.87,112.455,up-going
3.13,114.073,up-going
3.07,96.957,up-going
2.82,130.404,up-going
4.19,78.036,down-going
3.06,130.374,up-going
2.94,137.051,up-going
5.14,33.64,down-going
2.84,147.453,up-going
4.96,23.63,down-going
2.67,118.723,up-going
5.78,47.723,down-going
4.58,38.477,down-going
2.95,96.966,up-going
2.95,123.252,up-going
3.36,86.099,down-going
2.99,95.473,up-going
4.21,20.347,down-going
2.91,96.939,up-going
5.42,50.409,down-going
2.87,109.84,up-going
2.98,169.397,up-going
3.1,153.953,up-going
3.1,99.074,up-going
3.0,95.01,up-going
2.77,138.433,up-going
3.22,110.569,up-going
2.95,87.326,down-going
2.89,140.081,up-going
5.42,38.322,down-going
2.85,134.454,up-going
4.91,50.403,down-going
4.83,42.936,down-going
5.68,36.599,down-going
4.74,50.846,down-going
4.68,65.602,down-going
2.48,90.964,up-going
3.09,105.337,up-going
4.87,64.772,down-going
2.54,153.017,up-going
2.9,103.531,up-going
5.11,60.298,down-going
5.33,69.734,down-going
3.08,105.112,up-going
3.03,160.973,up-going
6.09,47.817,down-going
3.09,99.014,up-going
2.91,102.489,up-going
3.16,85.607,down-going
3.14,123.413,up-going
5.03,16.071,down-going
5.05,59.44,down-going
3.06,116.742,up-going
2.91,139.906,up-going
2.88,91.256,up-going
3.01,99.824,up-going
3.04,137.569,up-going
3.06,89.018,down-going
4.68,9.922,down-going
4.94,38.414,down-going
2.8,159.662,up-going
3.48,96.762,up-going
4.16,78.486,down-going
3.02,90.487,up-going
4.44,49.519,down-going
2.95,111.259,up-going
3.23,89.213,down-going
3.43,90.058,up-going
2.88,134.382,up-going
3.87,82.416,down-going
3.06,102.513,up-going
3.19,84.028,down-going
3.1,100.598,up-going
2.76,127.445,up-going
2.84,129.953,up-going
3.57,83.934,down-going
2.87,96.636,up-going
2.94,119.997,up-going
3.2,126.116,up-going
2.86,109.813,up-going
3.53,80.034,down-going
3.7,140.146,up-going
3.36,149.119,up-going
5.43,29.504,down-going
2.84,100.153,up-going
2.86,144.817,up-going
3.06,86.737,down-going
5.05,26.186,down-going
3.19,129.54,up-going
5.25,49.129,down-going
2.74,118.15,up-going
4.62,61.501,down-going
2.83,111.942,up-going
5.05,77.212,down-going
2.78,97.118,up-going
2.82,94.245,up-going
2.48,101.715,up-going
4.48,28.829,down-going
4.76,69.175,down-going
5.4,29.386,down-going
2.98,111.909,up-going
2.87,163.679,up-going
3.21,138.311,up-going
2.67,138.328,up-going
3.75,135.617,up-going
2.91,98.07,up-going
2.85,100.135,up-going
5.41,47.345,down-going
4.79,45.599,down-going
2.74,123.376,up-going
2.99,97.971,up-going
4.61,75.182,down-going
2.85,99.553,up-going
